num_lectures,price,days_since_published,content_duration
28,20,2906,2.5
36,20,2211,1.0
77,100,2085,10.0
13,0,2070,0.6166666666666667
24,35,2513,1.5
61,30,2719,3.0
51,30,2089,5.0
16,50,2520,2.5
29,40,2033,2.5
49,50,2410,7.0
16,0,2211,1.5
56,200,2637,4.0
7,20,2650,0.6333333333333333
68,50,2602,5.0
23,20,2055,1.5
6,60,3516,1.0
39,95,2606,4.0
43,20,2021,3.5
16,25,2392,1.5
136,200,2735,9.5
15,20,2870,0.6333333333333333
8,20,2065,0.5833333333333334
7,20,2691,1.0
49,150,2748,4.0
39,40,2544,2.0
20,200,3393,1.0
17,25,2452,2.0
77,25,2300,6.5
5,20,3127,0.6166666666666667
162,85,2160,31.5
54,20,2590,2.5
5,20,2664,0.7
33,95,2600,1.5
23,0,3081,3.5
83,50,2937,10.5
16,50,2889,1.0
24,80,2033,3.0
25,200,1965,2.0
78,30,3795,5.0
11,20,1974,0.6666666666666666
48,20,3097,1.5
402,200,2204,32.5
13,20,3354,1.5
43,95,2393,3.0
74,35,2961,8.0
11,25,2316,1.0
22,0,3740,2.0
28,85,2690,2.0
15,20,3034,0.6166666666666667
24,20,2906,4.0
15,25,2713,1.0
31,40,2509,4.5
28,20,1936,2.5
9,20,2306,8.0
53,70,2139,7.0
17,125,2008,1.0
32,50,3033,2.0
7,20,2089,0.6166666666666667
42,25,2053,3.5
7,20,3185,1.0
5,20,2258,0.6166666666666667
66,200,2277,6.0
20,50,3148,3.5
15,50,2248,1.0
9,55,2536,0.6666666666666666
12,195,2392,1.5
13,20,2596,1.0
57,30,2813,3.5
50,150,2281,4.5
9,30,3089,1.5
23,20,2073,2.0
10,35,2979,1.0
9,50,1942,2.0
7,35,2440,1.5
52,70,2412,3.5
39,150,2174,5.0
15,50,2380,2.0
38,200,3268,2.5
16,45,2253,2.0
12,200,2505,2.5
13,35,1972,0.5166666666666666
43,40,2201,5.5
16,35,1962,1.0
13,45,2904,3.0
27,95,2708,2.5
14,45,2444,2.0
11,40,2622,1.0
37,200,2461,2.0
31,30,2816,0.7
17,20,2620,1.5
173,110,2541,16.0
11,0,3119,0.5666666666666667
28,95,2763,2.5
12,20,2127,0.6333333333333333
26,145,2503,1.5
24,20,2850,1.5
53,20,1985,1.5
119,80,1998,13.0
6,20,3359,1.5
7,30,2368,0.6666666666666666
32,40,2095,4.0
23,50,1992,3.0
19,40,3015,1.5
22,0,2474,2.5
84,95,2940,7.0
34,50,2566,1.5
25,135,2155,2.5
30,0,2939,2.0
13,20,3082,1.0
12,20,2953,1.5
131,80,2013,12.5
6,0,3032,0.6
16,20,3044,1.5
72,20,3032,5.5
27,25,1979,3.5
14,40,2364,1.5
16,20,2435,0.6666666666666666
77,50,2391,13.0
22,20,2530,1.5
11,30,2443,1.5
10,20,2288,1.0
46,20,2087,6.5
34,50,2519,1.5
43,115,2356,4.5
20,50,2974,4.0
115,95,2805,2.5
17,20,3187,1.5
44,100,2646,1.5
14,0,2000,1.0
45,115,2459,4.5
29,75,2232,2.0
24,100,2343,2.5
43,50,2278,2.0
9,0,2056,0.7333333333333333
37,120,2218,3.0
55,20,3174,3.0
28,50,2316,5.0
12,20,2387,1.0
17,200,2151,1.0
30,0,1969,3.5
45,20,2617,5.0
5,50,2391,0.55
54,35,3245,7.5
112,45,2564,3.0
22,50,2241,2.0
34,60,2021,1.5
52,65,2363,4.5
19,20,3201,1.5
13,120,2597,1.5
21,20,2463,3.0
12,45,2216,1.5
27,50,2686,5.5
80,50,3141,4.0
353,200,2943,48.5
77,95,2755,6.0
61,195,2411,4.5
35,95,2099,3.5
20,20,2351,0.6166666666666667
12,30,2844,2.0
13,0,2192,1.0
110,200,2579,7.5
15,75,2743,1.5
61,200,2308,4.5
22,40,2656,2.5
10,35,2012,0.6666666666666666
12,30,3099,0.5666666666666667
141,50,2623,8.0
8,80,2680,1.0
110,195,2204,5.5
14,90,2144,0.7333333333333333
38,80,2167,2.5
40,195,2135,4.5
26,200,2694,2.5
147,50,3155,20.0
30,20,2919,2.0
32,40,2384,4.5
29,50,2515,2.5
26,55,3309,2.0
8,0,2131,0.5666666666666667
16,100,1965,1.5
25,200,2743,2.5
57,50,2804,3.0
10,40,1955,1.0
0,20,2502,0.0
9,50,1942,2.0
20,35,2620,1.0
51,45,2134,2.5
18,20,2590,1.0
16,20,2302,1.0
321,50,2126,3.5
5,20,2565,0.5666666666666667
77,195,2708,7.5
51,200,2866,5.5
49,20,2931,8.5
16,200,2694,2.5
13,40,2131,1.0
20,30,2077,1.0
17,20,2925,1.0
32,50,3042,5.0
37,55,1985,0.7
75,25,3574,3.5
64,35,2295,5.5
98,70,2484,13.0
49,195,2581,4.0
12,80,2310,0.6666666666666666
81,50,3425,5.0
63,40,2074,7.0
19,20,2953,1.5
17,50,2446,3.0
11,55,2015,1.0
56,50,2292,8.0
55,125,2370,2.5
6,20,2231,1.5
29,200,2148,4.5
26,40,2351,1.5
26,20,3308,3.5
12,30,2269,2.0
40,50,2190,5.5
358,50,2144,66.5
34,20,3079,6.0
41,30,3287,2.5
15,0,2990,1.0
28,200,2665,3.5
6,20,2890,1.0
15,60,3528,2.0
301,200,2567,25.5
36,60,2926,2.5
16,95,2195,3.0
82,75,3471,11.5
30,65,2518,4.0
13,30,2343,1.0
21,35,1942,3.0
18,95,2554,1.5
37,40,2538,6.5
48,95,2349,2.0
20,20,2603,0.6166666666666667
24,75,1971,2.0
26,35,2197,1.0
29,50,2449,2.0
16,0,2874,1.5
28,120,2315,2.5
15,40,2719,0.5666666666666667
18,50,2414,2.0
42,30,2096,2.5
36,20,3050,2.0
59,35,2944,2.0
12,200,2015,1.5
131,85,3422,7.5
14,25,2701,1.5
60,50,2119,8.5
9,50,2361,1.5
22,85,2563,1.5
38,50,2792,4.0
21,50,3146,3.5
17,45,2205,1.0
39,20,2219,3.0
17,100,2241,1.5
23,20,2408,2.0
32,200,2694,4.0
19,75,2680,1.5
77,50,1986,8.0
19,0,2474,1.0
14,75,2579,1.5
25,100,2356,2.5
10,50,2906,1.0
23,20,2258,2.0
11,20,2554,2.5
33,200,2476,2.5
72,40,2330,3.0
197,190,2834,21.5
48,50,2617,3.5
34,40,3090,1.5
53,50,2131,7.5
14,35,2895,1.0
49,50,1973,2.5
20,0,1937,1.5
39,50,2537,9.0
17,0,3099,1.0
11,20,2632,2.0
26,200,1964,1.0
24,50,3104,6.0
46,50,2385,8.0
18,20,2567,1.0
38,70,2005,2.0
19,20,2690,0.5166666666666666
24,55,2864,3.0
24,20,3033,5.5
40,85,2523,10.5
6,20,3302,1.5
20,45,2947,2.0
8,50,2132,1.0
103,120,2662,6.5
25,90,1966,2.0
15,45,1978,1.0
21,20,2358,1.0
17,25,3147,1.5
15,20,2854,1.0
47,20,2824,8.0
57,200,3337,8.0
272,150,2653,26.0
45,95,2861,2.0
10,25,2450,1.5
320,200,2182,23.5
24,0,2300,5.5
27,20,3705,1.0
63,60,2470,5.5
72,50,2005,5.5
25,20,2407,1.5
14,20,2103,1.0
21,50,2081,1.5
24,195,2505,1.0
17,0,3175,3.0
27,20,2154,1.5
129,200,2168,15.5
17,0,2219,0.7333333333333333
16,100,2630,1.0
29,40,2096,3.0
91,180,2425,4.5
94,200,2603,8.5
24,20,2418,3.0
62,195,1994,5.0
45,75,1957,6.0
59,100,2535,3.5
9,200,2644,1.5
7,20,2436,0.5666666666666667
39,50,3142,1.0
9,50,2127,2.0
32,20,2539,2.5
29,100,2822,3.5
41,85,2832,2.0
29,65,2548,2.0
18,0,2839,3.0
48,145,2359,8.0
50,85,1951,3.0
12,50,1942,2.0
22,20,2259,1.5
6,20,1951,0.55
30,100,1962,1.5
70,40,2336,14.0
58,125,2008,6.0
19,45,2017,1.0
15,45,2428,1.5
30,35,2304,2.0
54,195,2293,6.0
23,20,2167,1.5
81,150,2371,4.5
26,200,2528,3.5
24,75,3580,4.0
5,20,2707,1.0
56,35,2085,5.5
90,20,3151,10.5
52,100,2529,4.0
8,25,1977,0.6833333333333333
35,80,2278,3.0
56,195,2886,5.5
27,20,2009,1.5
15,50,1975,1.5
40,95,2690,4.5
34,20,3253,1.5
28,20,2543,3.0
29,200,2111,2.0
5,25,2323,0.6166666666666667
53,175,2079,8.5
21,20,2761,1.5
49,25,2399,4.5
16,20,1952,1.5
15,200,2611,0.5166666666666666
42,135,2706,3.5
19,50,2937,2.5
27,40,2008,6.0
123,30,2735,9.0
41,30,2820,12.0
18,40,2349,1.5
13,50,2736,1.5
7,115,2243,1.0
7,85,2082,0.6333333333333333
28,50,2482,3.0
26,195,2587,3.5
64,20,3085,8.0
9,20,2483,1.5
55,20,2772,7.0
8,50,2571,0.5666666666666667
12,95,3013,1.5
43,20,2442,1.0
30,20,2432,2.5
77,195,2770,12.0
62,20,3086,5.5
21,20,3176,2.0
25,70,2478,3.5
12,20,2131,2.0
14,30,2109,1.0
13,0,2069,2.0
115,85,2782,6.5
64,50,3026,3.5
342,200,2547,43.0
28,25,2340,3.0
64,20,2600,7.5
24,20,2817,1.0
12,40,2139,0.6333333333333333
33,170,2531,3.5
18,50,2513,1.5
92,125,2715,12.5
12,20,2490,2.0
8,0,1952,1.0
10,20,3176,1.0
12,40,2384,1.5
779,200,3352,44.5
8,20,2701,1.5
24,160,2956,2.0
7,65,2014,0.5666666666666667
6,40,2217,0.6333333333333333
45,20,2305,2.5
33,200,1943,4.0
55,200,1998,4.5
15,50,2653,2.5
10,60,3525,2.0
38,25,2504,4.5
24,50,2250,2.0
54,0,2552,2.0
5,0,2134,0.6166666666666667
30,20,2202,4.5
12,20,2815,0.7
43,125,2099,3.0
111,200,2797,17.0
69,80,2119,8.0
12,40,2425,0.6833333333333333
40,195,2543,3.5
23,0,2856,1.5
9,20,3301,2.0
33,200,2455,2.5
14,20,2910,1.5
98,195,2610,13.0
28,55,2688,1.5
5,20,3202,1.0
97,90,2137,7.0
55,50,2944,7.0
21,180,2042,2.0
20,20,2383,1.0
98,85,3422,10.5
22,50,3079,2.5
53,20,2542,3.0
140,125,2431,11.0
87,195,1987,8.5
12,20,1986,0.5166666666666666
27,20,3062,1.5
17,200,2030,1.5
12,20,2232,0.6666666666666666
24,95,2623,2.0
89,195,2036,20.5
18,40,2180,2.5
15,20,3188,1.0
78,50,2777,14.0
16,35,3006,1.5
221,200,2699,18.0
77,0,2315,6.5
71,20,3413,3.5
56,75,2119,5.5
20,20,2307,10.5
111,140,2344,9.0
17,30,3673,1.5
24,50,1985,2.0
56,75,2452,3.0
10,30,2851,2.0
27,200,2099,2.0
45,100,2145,4.5
49,110,2954,4.0
7,20,2482,0.6333333333333333
21,0,2816,3.0
43,50,2408,8.0
31,25,2789,3.5
12,50,2582,1.0
10,200,2103,2.0
31,20,2770,2.5
33,200,2049,3.0
7,35,2218,0.7
5,0,3119,0.6666666666666666
10,60,2447,1.0
25,0,2502,2.0
67,100,2382,5.0
24,100,2397,1.5
5,50,2886,0.6333333333333333
21,50,2765,3.0
60,50,2656,3.5
15,150,2067,0.65
12,20,3061,1.0
68,80,2294,6.5
21,45,2438,4.5
20,35,2636,2.0
20,25,2929,1.5
99,150,2066,9.0
40,45,2337,2.0
63,150,2134,8.5
75,60,3050,15.5
12,30,2246,0.6166666666666667
24,195,2119,4.0
10,0,2150,1.5
48,125,2225,4.0
26,20,2648,2.5
5,135,2243,0.5
35,75,3576,7.0
11,20,2242,0.55
176,25,2179,5.0
47,165,2042,5.5
21,100,2379,1.0
143,50,3599,15.5
19,35,2935,1.5
41,95,2337,6.0
22,60,2219,1.5
25,100,2425,2.0
17,50,2000,1.5
46,60,2106,6.5
19,20,2344,1.5
23,85,2246,4.5
50,50,2595,10.0
23,20,1941,1.5
13,20,2301,1.0
29,50,3761,2.5
31,40,2293,3.0
23,50,3089,4.0
12,25,2746,2.0
31,40,2831,4.0
8,30,2271,0.5333333333333333
35,20,2190,2.0
19,115,2490,1.0
5,20,3359,1.0
29,50,2000,2.0
19,30,2125,4.5
20,20,2567,0.55
84,195,2645,7.5
41,100,1958,1.5
7,0,2336,0.5333333333333333
20,0,2470,3.0
12,195,2091,1.5
12,20,2767,0.45
215,85,3037,10.5
18,200,3398,1.0
27,20,3070,0.7333333333333333
19,40,2671,2.0
15,40,2042,1.0
61,195,2757,6.0
15,20,3145,1.5
118,195,2798,18.5
6,50,3425,1.0
8,20,1950,1.0
76,200,2599,5.0
82,30,2333,8.0
7,35,3124,1.5
11,20,2644,0.7
23,20,2867,1.0
44,0,2033,2.0
9,40,2750,1.0
16,20,2743,2.0
11,40,2187,1.5
39,40,2285,2.0
25,95,2578,1.5
11,40,2385,1.5
33,70,2656,4.0
13,75,2340,1.0
21,20,2256,1.5
35,70,2539,1.0
20,95,2316,2.0
49,45,2441,6.0
225,50,2203,78.5
6,20,2953,0.5666666666666667
20,50,2586,2.0
102,50,2748,7.5
14,20,2699,0.6833333333333333
271,200,2664,22.5
27,20,2563,1.0
19,40,2630,2.0
41,100,2365,3.0
5,20,3359,1.0
10,25,1999,1.0
6,20,2532,0.6
19,95,2824,2.0
20,25,2516,1.5
20,75,2720,1.5
19,55,3796,2.0
117,195,2269,14.0
13,40,3124,2.5
85,65,3623,62.0
9,20,2561,0.5333333333333333
103,105,2327,12.0
67,50,3890,7.0
89,20,2636,4.0
11,40,2084,1.0
57,50,3153,3.5
33,200,2189,6.0
30,20,2363,3.0
42,100,2001,2.0
28,100,2413,2.0
114,150,2077,13.0
35,40,2064,1.5
136,145,1952,8.0
29,150,2432,2.0
21,20,3523,3.0
17,50,3089,3.0
7,20,2004,0.5666666666666667
122,30,2459,12.0
6,0,2470,0.6833333333333333
27,40,2531,3.5
35,200,2695,1.5
26,20,3082,3.5
28,0,2866,3.5
15,40,1997,2.5
16,55,2978,1.0
14,50,2125,2.5
15,120,2628,1.0
13,20,3254,4.0
113,50,3284,24.0
10,50,2665,1.0
74,50,2820,1.5
84,35,3190,8.0
25,195,1985,2.0
61,200,2281,4.5
67,145,2803,8.5
43,100,2456,3.0
20,70,1948,3.5
53,20,2266,7.0
116,50,2623,16.0
43,200,2074,2.0
25,50,2593,1.5
7,50,2281,1.5
34,30,3230,3.0
59,35,1972,5.0
110,195,2083,13.0
28,20,2560,1.0
35,50,3128,5.0
39,40,2844,2.0
14,0,2005,2.0
11,100,1971,1.0
20,100,2706,1.0
29,40,2384,3.0
25,50,2355,6.0
77,150,2606,4.5
23,20,2708,0.5
32,20,1977,3.5
44,100,2406,5.0
25,50,2375,6.0
28,40,2384,2.0
7,120,2238,1.0
14,45,2937,0.65
51,50,3379,24.0
22,95,2607,1.5
240,95,2621,23.0
32,50,2650,1.0
34,25,2656,1.0
130,50,3135,7.0
26,50,3360,1.5
23,150,3036,2.5
68,35,2957,1.5
19,40,2257,1.5
33,75,3260,20.0
21,20,2651,2.0
59,95,2242,2.0
46,20,2831,2.0
17,0,3133,2.0
25,40,2477,2.5
123,35,2857,7.0
9,0,3128,2.0
63,50,2264,7.5
23,20,3426,1.5
11,50,3366,5.0
44,75,3443,5.5
77,195,2142,11.5
16,20,2867,1.5
11,40,2076,1.0
31,195,2453,1.5
57,50,2230,4.0
18,0,2586,1.0
60,20,2455,4.0
17,195,2390,3.0
20,0,2257,1.5
7,20,3113,1.0
281,200,2523,22.5
286,180,2737,29.5
41,75,2020,1.0
75,200,2041,12.0
17,20,1963,3.5
29,150,2617,0.6833333333333333
22,145,2356,1.5
26,40,2099,2.0
36,95,1972,3.0
45,60,2973,3.0
55,50,2420,6.0
11,0,2362,0.6666666666666666
25,150,3096,3.0
12,185,2070,1.0
37,30,2342,3.0
38,20,2365,2.0
18,20,2652,1.0
17,85,2350,2.0
83,200,2252,3.0
25,50,2566,2.5
49,20,2715,3.5
26,25,3444,3.0
20,75,2522,1.5
20,60,2909,1.5
133,200,2169,19.5
11,200,3144,1.5
46,20,2497,4.0
26,55,2742,3.5
7,40,2161,0.5166666666666666
16,20,1997,1.5
20,0,1987,1.0
144,200,3116,8.5
28,200,2524,3.0
17,20,2884,0.5333333333333333
10,55,2568,1.0
21,20,3121,2.5
11,30,2977,0.6333333333333333
21,20,1990,1.5
56,30,2078,5.0
30,50,3079,3.0
77,40,2677,14.5
41,20,2396,4.0
10,75,2490,1.0
39,20,2532,2.5
16,150,2853,5.0
77,50,2748,5.0
57,45,2817,6.0
17,20,3004,1.5
24,20,2449,2.5
46,20,2801,2.0
45,180,3527,11.0
28,0,2420,2.0
35,150,2127,3.0
22,20,2548,1.5
36,95,2685,5.0
39,200,2539,3.0
14,35,2370,1.0
21,20,2005,2.0
27,0,3423,3.5
58,0,2646,3.0
491,200,2447,57.0
41,55,2978,3.0
61,45,2700,4.0
29,0,3037,4.0
39,200,2789,6.5
8,20,3241,0.6166666666666667
15,50,2840,2.5
22,40,1978,1.5
13,20,2823,1.5
22,0,2775,1.0
18,200,2052,3.5
34,35,3379,2.0
10,30,2308,1.5
11,30,2754,1.0
33,60,2140,6.0
49,20,3124,3.5
109,50,2152,13.0
87,30,1982,9.0
62,145,2809,6.0
25,0,2197,1.5
25,175,2751,2.0
20,25,2865,1.5
8,20,2739,1.0
8,0,3091,1.0
47,60,2829,4.0
52,200,1936,2.5
16,35,2525,1.5
45,50,3614,5.0
20,120,2543,1.0
142,160,1993,8.0
33,200,2120,4.0
9,20,2956,0.6666666666666666
28,0,2263,2.5
13,20,2537,1.5
39,50,2322,2.5
42,200,2933,5.5
23,0,2977,1.0
16,25,2183,2.0
6,50,2198,0.6666666666666666
72,20,2466,4.0
10,20,2770,1.0
48,40,3160,6.5
44,75,2523,3.5
82,50,3133,4.0
108,50,2916,7.0
14,20,2646,1.0
9,50,1943,1.5
23,0,2764,0.6166666666666667
34,115,2204,4.0
27,25,2258,0.6333333333333333
12,20,2532,0.5666666666666667
73,50,2852,5.5
38,30,1965,6.5
29,20,2799,1.5
48,30,2552,2.5
36,120,2111,4.5
15,20,2714,1.5
22,100,2737,2.5
78,125,2109,9.0
12,50,2366,1.0
40,105,2196,3.5
31,30,1959,1.5
41,130,2466,5.0
108,95,2822,9.5
24,40,2823,4.5
12,100,2013,1.0
30,20,2315,2.0
18,40,2156,2.5
27,50,2690,2.0
9,20,2587,0.7166666666666667
29,0,2791,4.0
47,75,2006,1.5
52,65,2288,3.5
13,20,2590,2.0
101,75,2478,4.5
44,30,2246,3.0
79,195,2034,11.5
34,50,2050,2.0
54,50,2811,6.0
9,20,3113,0.6166666666666667
39,60,2527,3.0
28,20,2418,4.0
26,200,2209,3.5
33,115,2813,2.0
13,115,1962,1.0
47,20,2532,2.5
15,60,2467,20.0
19,200,2814,2.0
25,20,3590,2.0
51,25,2454,4.5
12,50,2530,0.6833333333333333
54,20,2985,10.5
7,20,3429,5.5
28,20,2464,3.5
22,200,2084,1.0
9,0,1984,1.0
23,45,2270,3.5
17,45,1967,1.0
17,20,2370,1.0
58,20,2563,5.5
43,195,2178,3.0
14,20,3188,1.5
9,20,3126,1.5
26,20,2441,1.5
22,60,1997,3.5
13,20,2649,1.0
12,30,3439,1.0
23,25,1969,0.6
8,50,2585,1.0
90,200,2575,6.5
12,20,2173,1.5
16,35,3150,2.0
54,120,2069,3.0
49,50,2095,5.5
13,125,2154,1.0
34,30,2775,3.0
14,40,2320,1.5
291,200,2198,31.0
44,95,2881,2.5
24,20,1943,1.0
9,40,2384,1.5
47,190,3182,12.5
20,95,3379,1.5
11,0,2350,0.5333333333333333
77,50,2852,4.5
23,95,2198,1.5
183,20,2693,2.0
11,40,2484,1.0
329,190,2446,22.0
384,200,2540,76.5
85,200,2757,8.0
4,20,2204,0.3166666666666666
7,20,3113,0.5666666666666667
29,50,2000,4.0
122,100,2805,19.0
191,200,2067,31.5
21,65,2055,0.7333333333333333
21,0,2999,2.0
58,100,2165,3.5
54,195,2614,3.5
134,20,2943,11.5
28,50,2321,3.0
15,45,2820,0.6
29,20,2983,4.5
195,145,2004,12.5
17,0,2404,1.5
32,50,2510,4.5
37,200,1963,2.5
24,100,2246,1.5
15,20,2910,0.6666666666666666
27,20,2411,2.0
21,100,3270,1.5
66,200,2055,3.5
17,20,2784,0.7
23,65,2000,3.0
11,35,1972,1.0
8,65,2166,1.0
107,180,2878,14.5
8,45,2235,0.55
12,20,2328,0.5666666666666667
38,155,3168,4.5
28,50,2554,2.5
15,20,2853,1.0
19,20,3011,2.5
71,45,2060,11.0
13,200,2398,2.0
38,25,3093,2.5
20,75,3091,1.0
10,55,2578,1.0
22,120,2475,1.5
10,95,2269,1.0
61,195,2078,12.5
28,0,2428,1.5
41,95,2490,3.0
15,200,2014,1.0
53,50,3833,4.0
70,50,2180,1.5
31,95,3534,2.0
20,40,2906,2.5
19,35,2799,1.0
5,20,2796,0.7166666666666667
91,50,2638,13.0
19,195,2125,2.5
127,35,2104,31.5
19,25,2418,1.5
28,20,2755,3.5
61,200,2247,15.0
75,100,3405,5.0
23,50,2021,3.0
33,30,2559,1.5
15,135,2922,1.5
22,20,2426,2.0
29,100,2056,1.0
174,195,2467,10.0
9,20,2732,0.5333333333333333
12,0,2970,1.5
5,50,2844,1.0
23,25,2464,2.5
21,80,2585,2.0
39,30,2572,4.0
37,200,2265,2.0
28,20,2822,2.0
24,30,2627,3.5
70,20,2956,8.0
21,30,2867,3.5
44,75,2683,3.0
74,45,3300,13.0
31,60,2555,3.0
30,0,3120,3.0
25,20,2162,1.0
25,150,2418,1.5
30,200,1960,3.0
15,0,2657,1.0
15,20,2593,1.0
96,100,2799,17.0
37,30,2055,4.0
24,200,2090,1.0
28,50,2396,6.5
23,40,2623,2.5
46,50,2797,3.5
10,30,2027,1.0
13,20,2670,2.0
43,25,2498,2.0
84,75,2095,5.5
28,200,2656,4.0
45,25,2454,4.0
15,30,2830,2.5
14,20,3525,1.0
77,50,3156,5.0
14,35,3157,2.0
26,0,1993,4.5
48,30,2102,6.5
37,65,2556,4.0
11,50,2008,1.0
16,50,3148,2.5
25,30,3016,4.0
59,20,2618,2.0
29,50,2391,3.5
12,20,3037,0.7
65,95,3294,68.5
11,40,2327,1.0
29,30,2862,5.0
6,135,2242,0.5
18,35,2001,1.0
36,0,1973,2.5
14,40,2163,1.5
62,120,2253,7.5
10,25,2138,1.0
41,25,2478,4.0
16,95,2225,2.0
10,20,3175,1.0
11,20,3350,4.0
80,50,3064,11.0
19,50,2146,2.5
71,120,2464,12.0
105,95,2152,18.5
42,200,2237,2.0
138,195,2889,7.5
12,0,2450,0.5166666666666666
27,25,2884,2.5
49,20,2306,2.5
69,145,2328,12.5
46,200,2056,2.5
66,200,2082,6.0
31,200,2280,2.0
102,120,2790,14.5
14,20,2476,1.0
24,50,3148,4.5
8,200,2032,1.0
18,20,1991,1.5
27,195,2043,6.5
30,20,2772,2.0
19,195,2596,1.5
21,150,3008,3.0
43,75,2417,0.5
33,20,2447,5.0
9,20,2305,1.0
38,40,2384,3.0
51,175,2252,4.0
34,45,2444,5.0
57,100,2732,5.5
85,200,2623,6.5
84,150,2688,5.0
54,50,2645,10.0
15,45,1975,2.5
42,95,2405,3.0
28,75,2225,2.0
22,95,2340,2.5
27,150,2068,1.5
17,95,2074,1.5
28,60,2924,6.5
31,125,2792,3.5
19,30,2280,2.0
88,60,3012,23.0
32,200,2211,4.5
174,200,2072,20.5
7,20,2363,0.6833333333333333
8,60,1937,1.0
12,30,2540,0.5
86,20,2609,4.0
50,60,2929,9.0
17,50,3081,1.5
224,200,2412,44.5
18,0,1949,1.0
14,20,2762,1.0
56,40,2169,4.0
14,20,2232,1.0
54,60,2952,10.0
36,50,2970,1.0
37,155,2538,2.0
17,20,2273,1.5
19,25,1983,2.0
23,145,2538,2.5
12,90,2083,1.0
16,0,3486,1.5
36,40,2544,6.5
5,50,2701,1.0
21,0,3315,1.0
25,20,3059,7.5
17,35,2792,1.0
135,190,2161,9.5
31,200,2069,1.5
18,200,2055,2.0
32,95,2176,3.5
11,20,2658,1.0
17,20,3197,2.0
10,40,2257,1.0
88,0,2410,6.5
44,160,2269,3.5
9,35,2027,0.7
7,45,2105,0.6333333333333333
9,30,2476,1.0
24,200,2223,4.0
41,95,2431,3.0
78,95,2350,11.5
38,95,2371,2.5
54,50,2018,1.5
15,0,2615,0.6166666666666667
15,200,2645,1.5
196,40,2106,5.5
10,55,2000,1.0
52,195,2872,5.5
133,50,2865,15.5
41,30,2082,5.0
27,50,3093,3.0
79,150,2294,7.5
60,50,2638,2.5
27,180,2371,2.5
11,195,2368,1.5
40,120,2455,3.5
69,20,2466,3.0
7,0,2748,0.7
126,110,2294,7.5
8,40,2257,1.0
23,90,2032,2.0
330,65,2219,32.5
17,30,3037,14.5
108,20,3195,3.5
30,50,2685,1.0
16,40,2001,1.5
25,150,2625,1.5
13,200,2189,0.6833333333333333
462,150,2333,62.0
26,40,2451,3.5
18,20,2054,1.0
65,70,2453,3.0
43,20,2982,6.0
36,20,3651,2.0
14,200,2111,1.5
34,20,2790,4.0
115,110,2177,12.5
9,20,2624,0.5833333333333334
26,195,2051,3.5
107,20,1944,10.5
24,125,2090,2.5
17,200,2196,1.0
11,40,2384,1.5
12,20,2695,1.5
36,25,2896,7.5
10,20,2297,1.0
37,35,2958,3.0
113,80,2439,5.5
51,125,2750,4.5
118,200,2407,24.5
21,50,2389,2.5
6,20,2665,1.0
22,50,1973,1.0
87,30,2334,11.5
32,100,2652,3.5
15,20,2678,0.5333333333333333
27,20,2593,4.5
22,200,1950,1.0
10,50,1943,1.5
22,165,2171,2.5
35,25,2831,2.5
15,20,2257,1.0
15,40,2621,3.0
59,95,2116,2.0
35,20,2278,1.5
12,20,2606,1.0
53,135,1943,12.5
130,35,2084,31.5
23,200,1944,1.5
22,150,2719,2.5
44,25,2635,3.0
90,100,2699,10.5
53,75,2503,11.5
17,20,2694,1.0
80,150,2021,7.5
13,25,2040,1.0
51,50,2369,3.0
316,180,2753,24.5
16,20,2095,3.0
11,0,2390,0.6666666666666666
57,150,2443,15.0
18,20,2662,2.0
86,95,1998,5.5
125,50,3779,12.5
27,100,2055,3.0
7,25,3106,2.0
13,0,2590,0.5333333333333333
10,20,3385,1.0
48,145,2273,4.5
84,195,2001,8.0
36,50,2526,3.0
29,20,1964,2.0
71,50,3082,3.5
28,25,3050,4.0
61,95,2456,14.5
10,0,2395,2.0
19,35,2587,2.5
19,45,2790,2.5
13,70,2463,1.0
23,30,3050,2.0
25,20,2006,3.0
27,120,2427,2.0
22,20,2461,2.5
126,195,2160,13.5
33,20,2990,0.6166666666666667
8,20,3124,1.0
8,25,2410,0.6333333333333333
150,200,2110,11.5
14,60,3535,3.0
40,50,2466,4.5
35,30,2515,1.5
47,20,2307,4.5
37,50,2866,5.5
38,70,2781,3.5
24,105,3301,7.5
29,30,2004,2.0
78,50,2225,7.0
19,20,2027,3.5
5,20,3359,1.0
15,40,2384,2.5
50,40,3325,8.5
56,50,2161,8.0
30,200,2896,1.5
5,25,2001,0.1333333333333333
15,50,3020,1.5
15,50,2537,0.6
74,25,2705,8.5
13,25,2057,1.0
28,70,2539,1.0
11,0,2463,1.0
8,0,3071,1.5
11,50,2582,0.6
21,0,1949,2.0
58,100,2686,10.5
73,20,1951,7.5
12,20,2041,2.0
17,20,2753,2.5
14,30,2761,4.0
82,200,2142,9.0
204,200,2344,16.5
36,40,2630,1.0
12,40,2235,1.0
35,95,1950,5.0
70,20,2480,8.5
58,20,3343,5.5
24,90,2557,4.0
14,40,2902,1.0
41,95,2540,3.5
46,25,3674,7.0
26,200,2140,2.0
116,50,2075,10.5
20,50,2005,4.5
36,95,2201,5.5
17,40,2202,1.5
101,50,2356,9.5
44,55,2924,3.5
82,20,4062,4.0
64,200,2172,11.0
19,20,2316,4.0
55,20,2953,7.5
51,150,2643,6.5
45,30,2335,4.0
16,35,3142,2.0
